Sample ID	Species	Sociality	Sex	Tissue	Abstract	Publication	Collection Date	Location	RNA/DNA	Project Accession
SRR13189057	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13189058	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13189059	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13189063	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13189066	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13189067	Apis mellifera	Eusocial	Female	gut	This study intended to figure out if high-fat diet will affect honeybee gut transcripts	https://www.mdpi.com/1422-0067/22/2/834	Dec-20	China	RNA	PRJNA681941
SRR13404632	Apis mellifera	Eusocial	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13404634	Apis mellifera	Eusocial	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13404636	Apis mellifera	Eusocial	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13404641	Apis mellifera	Eusocial	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13442813	Lasioglossum	Solitary/Polymorphic?	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442814	Tetragonula carbonaria	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442815	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442817	Exoneura	Polymorphic	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442818	Tetragonula carbonaria	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442819	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442822	Exoneura	Polymorphic	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442824	Exoneura	Polymorphic	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442825	Lasioglossum	Solitary/Polymorphic?	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442827	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442828	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442829	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442830	Tetragonula carbonaria	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13442831	Apis mellifera	Eusocial	Unknown	whole body	This study generated transcriptome data from pollinators which had been observed to visit apple and cherry trees in New South Wales, Australia with the aim of identifying positive strand RNA viruses. We aimed to gain information on the range of known and putative novel positive strand RNA viruses harboured by orchard pollinators and determine which of these were shared amongst different taxa	https://www.sciencedirect.com/science/article/pii/S0022201119303209	Apr-17	Australia	RNA	PRJNA687066
SRR13769013	Bombus	Eusocial	Unknown	pooled whole bodies (293)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769014	Bombus pascuorum	Eusocial	Unknown	pooled whole bodies (182)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769015	Bombus pascuorum	Eusocial	Unknown	pooled whole bodies (182)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769016	Bombus lucorum	Eusocial	Unknown	pooled whole bodies (212)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769017	Bombus lucorum	Eusocial	Unknown	pooled whole bodies (212)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769018	Bombus terrestris	Eusocial	Unknown	pooled whole bodies (239)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR13769019	Bombus terrestris	Eusocial	Unknown	pooled whole bodies (239)	Transcriptome sequencing data from a series of bumblebee species. Used for viral discovery and viral diversity analyses.	https://www.frontiersin.org/articles/10.3389/fmicb.2021.650747/full	Jan-11	Scotland	RNA	PRJNA704259
SRR1380984	Apis cerana	Eusocial	Female	gut	Eastern or Asian honey bee	https://pubmed.ncbi.nlm.nih.gov/21857981/ ; https://pubmed.ncbi.nlm.nih.gov/25553907/	"2013"	South Korea	RNA	PRJNA235974
SRR14567209	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567210	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567211	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567212	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567213	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567214	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567217	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567218	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567219	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567220	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR14567221	Bombus terricola	Eusocial	Unknown	abdomen	We use high-thoughput RNA sequencing to investigate the stressors experienced by the vulnerable Bombus terricola near agricultural areas. Overall design: We used RNAseq to sequence the abdomens of thirty Bombus terricola workers collected in agricultural and non-agricultural landscapes 	https://pubmed.ncbi.nlm.nih.gov/34181797/	Jun-21	Canada	RNA	PRJNA730495
SRR1503066	Epeolus variegatus	Solitary - cleptoparasitic	Unknown	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Sep-11	Italy	RNA	PRJNA252262
SRR1503088	Bombus rupestris	Eusocial	Female	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Jul-11	France	RNA	PRJNA252285
SRR1503113	Euglossa dilemma	Polymorphic	Unknown	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Mar-17	Florida	RNA	PRJNA252310
SRR1503122	Thyreus orbatus	Solitary - cleptoparasitic	Male	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Jul-11	Germany	RNA	PRJNA252319
SRR1503129	Anthophora plumipes	Solitary	Male	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis	https://pubmed.ncbi.nlm.nih.gov/28343967/	Apr-11	Germany	RNA	PRJNA252326
SRR1503133	Nomada lathburiana	Solitary - cleptoparasitic	Female	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Apr-11	Germany	RNA	PRJNA252330
SRR1503136	Xylocopa violacea	Solitary	Male	whole body	Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis.	https://pubmed.ncbi.nlm.nih.gov/28343967/	Apr-11	Germany	RNA	PRJNA252333
SRR15496106	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR15496107	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR15496108	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR15496109	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR15496114	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR15496115	Apis mellifera	Eusocial	Female	abdomen	RNA-seq was employed to investigate the global gene expression changes in honeybees oral exposed to sublethal concentration of CdCl2 (1/10 of LC50) for seven days.	 	May-21	China	RNA	PRJNA754836
SRR17475010	Apis mellifera	Eusocial	Female	abdomen	Honeybee abdominal transcriptome data	 	Sep-20	China	RNA	PRJNA793424
SRR17475011	Apis mellifera	Eusocial	Female	abdomen	Honeybee abdominal transcriptome data	 	Sep-20	China	RNA	PRJNA793424
SRR17475012	Apis mellifera	Eusocial	Female	abdomen	Honeybee abdominal transcriptome data	 	Sep-20	China	RNA	PRJNA793424
SRR17475013	Apis mellifera	Eusocial	Female	abdomen	Honeybee abdominal transcriptome data	 	Sep-20	China	RNA	PRJNA793424
SRR17475014	Apis mellifera	Eusocial	Female	abdomen	Honeybee abdominal transcriptome data	 	Sep-20	China	RNA	PRJNA793424
SRR1790685	Apis mellifera	Eusocial	Female	pool of abdomens and fat bodies	Here, we examined the transcriptional and epigenetic (DNA methylation) responses to viral infection in honey bee workers. One-day old worker honey bees were fed solutions containing Israeli Acute Paralysis Virus (IAPV), a virus which causes muscle paralysis and death and has previously been associated with colony loss. Uninfected control and infected, symptomatic bees were collected within 20-24 hours after infection. Worker fat bodies, the primary tissue involved in metabolism, detoxification and immune responses, were collected for analysis. We performed transcriptome- and bisulfite-sequencing of the worker fat bodies to identify genome-wide gene expression and DNA methylation patterns associated with viral infection. There were 753 differentially expressed genes (FDR<0.05) in infected versus control bees, including several genes involved in epigenetic and antiviral pathways. DNA methylation status of 156 genes (FDR<0.1) changed significantly as a result of the infection, including those involved in antiviral responses in humans. There was no significant overlap between the significantly differentially expressed and significantly differentially methylated genes, and indeed, the genomic characteristics of these sets of genes were quite distinct. Our results indicate that honey bees have two distinct molecular pathways, mediated by transcription and methylation, that modulate protein levels and/or function in response to viral infections. Overall design: Examination of epigenomic and transcriptomic antiviral responses to Israeli Acute Paralysis Virus in honey bees	https://pubmed.ncbi.nlm.nih.gov/25811620/	Feb-15	California	RNA	PRJNA274674
SRR1790686	Apis mellifera	Eusocial	Female	pool of abdomens and fat bodies	Here, we examined the transcriptional and epigenetic (DNA methylation) responses to viral infection in honey bee workers. One-day old worker honey bees were fed solutions containing Israeli Acute Paralysis Virus (IAPV), a virus which causes muscle paralysis and death and has previously been associated with colony loss. Uninfected control and infected, symptomatic bees were collected within 20-24 hours after infection. Worker fat bodies, the primary tissue involved in metabolism, detoxification and immune responses, were collected for analysis. We performed transcriptome- and bisulfite-sequencing of the worker fat bodies to identify genome-wide gene expression and DNA methylation patterns associated with viral infection. There were 753 differentially expressed genes (FDR<0.05) in infected versus control bees, including several genes involved in epigenetic and antiviral pathways. DNA methylation status of 156 genes (FDR<0.1) changed significantly as a result of the infection, including those involved in antiviral responses in humans. There was no significant overlap between the significantly differentially expressed and significantly differentially methylated genes, and indeed, the genomic characteristics of these sets of genes were quite distinct. Our results indicate that honey bees have two distinct molecular pathways, mediated by transcription and methylation, that modulate protein levels and/or function in response to viral infections. Overall design: Examination of epigenomic and transcriptomic antiviral responses to Israeli Acute Paralysis Virus in honey bees	https://pubmed.ncbi.nlm.nih.gov/25811620/	Feb-15	California	RNA	PRJNA274674
SRR1790687	Apis mellifera	Eusocial	Female	pool of abdomens and fat bodies	Here, we examined the transcriptional and epigenetic (DNA methylation) responses to viral infection in honey bee workers. One-day old worker honey bees were fed solutions containing Israeli Acute Paralysis Virus (IAPV), a virus which causes muscle paralysis and death and has previously been associated with colony loss. Uninfected control and infected, symptomatic bees were collected within 20-24 hours after infection. Worker fat bodies, the primary tissue involved in metabolism, detoxification and immune responses, were collected for analysis. We performed transcriptome- and bisulfite-sequencing of the worker fat bodies to identify genome-wide gene expression and DNA methylation patterns associated with viral infection. There were 753 differentially expressed genes (FDR<0.05) in infected versus control bees, including several genes involved in epigenetic and antiviral pathways. DNA methylation status of 156 genes (FDR<0.1) changed significantly as a result of the infection, including those involved in antiviral responses in humans. There was no significant overlap between the significantly differentially expressed and significantly differentially methylated genes, and indeed, the genomic characteristics of these sets of genes were quite distinct. Our results indicate that honey bees have two distinct molecular pathways, mediated by transcription and methylation, that modulate protein levels and/or function in response to viral infections. Overall design: Examination of epigenomic and transcriptomic antiviral responses to Israeli Acute Paralysis Virus in honey bees	https://pubmed.ncbi.nlm.nih.gov/25811620/	Feb-15	California	RNA	PRJNA274674
SRR1790690	Apis mellifera	Eusocial	Female	pool of abdomens and fat bodies	Here, we examined the transcriptional and epigenetic (DNA methylation) responses to viral infection in honey bee workers. One-day old worker honey bees were fed solutions containing Israeli Acute Paralysis Virus (IAPV), a virus which causes muscle paralysis and death and has previously been associated with colony loss. Uninfected control and infected, symptomatic bees were collected within 20-24 hours after infection. Worker fat bodies, the primary tissue involved in metabolism, detoxification and immune responses, were collected for analysis. We performed transcriptome- and bisulfite-sequencing of the worker fat bodies to identify genome-wide gene expression and DNA methylation patterns associated with viral infection. There were 753 differentially expressed genes (FDR<0.05) in infected versus control bees, including several genes involved in epigenetic and antiviral pathways. DNA methylation status of 156 genes (FDR<0.1) changed significantly as a result of the infection, including those involved in antiviral responses in humans. There was no significant overlap between the significantly differentially expressed and significantly differentially methylated genes, and indeed, the genomic characteristics of these sets of genes were quite distinct. Our results indicate that honey bees have two distinct molecular pathways, mediated by transcription and methylation, that modulate protein levels and/or function in response to viral infections. Overall design: Examination of epigenomic and transcriptomic antiviral responses to Israeli Acute Paralysis Virus in honey bees	https://pubmed.ncbi.nlm.nih.gov/25811620/	Feb-15	California	DNA	PRJNA274674
SRR1790691	Apis mellifera	Eusocial	Female	pool of abdomens and fat bodies	Here, we examined the transcriptional and epigenetic (DNA methylation) responses to viral infection in honey bee workers. One-day old worker honey bees were fed solutions containing Israeli Acute Paralysis Virus (IAPV), a virus which causes muscle paralysis and death and has previously been associated with colony loss. Uninfected control and infected, symptomatic bees were collected within 20-24 hours after infection. Worker fat bodies, the primary tissue involved in metabolism, detoxification and immune responses, were collected for analysis. We performed transcriptome- and bisulfite-sequencing of the worker fat bodies to identify genome-wide gene expression and DNA methylation patterns associated with viral infection. There were 753 differentially expressed genes (FDR<0.05) in infected versus control bees, including several genes involved in epigenetic and antiviral pathways. DNA methylation status of 156 genes (FDR<0.1) changed significantly as a result of the infection, including those involved in antiviral responses in humans. There was no significant overlap between the significantly differentially expressed and significantly differentially methylated genes, and indeed, the genomic characteristics of these sets of genes were quite distinct. Our results indicate that honey bees have two distinct molecular pathways, mediated by transcription and methylation, that modulate protein levels and/or function in response to viral infections. Overall design: Examination of epigenomic and transcriptomic antiviral responses to Israeli Acute Paralysis Virus in honey bees	https://pubmed.ncbi.nlm.nih.gov/25811620/	Feb-15	California	DNA	PRJNA274674
SRR18500042	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500043	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500044	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
SRR18500045	Apis mellifera	Eusocial	Female	pooled whole bodies	RNA-seq samples of honey bees and corresponding Varroa mites from the same hives across 27 colonies in New Zealand	https://www.nature.com/articles/s41598-022-12888-w	Jan-21	New Zealand	RNA	PRJNA820512
